Frequency (GHz),RE[Y11],IM[Y11],RE[Y12],IM[Y12],RE[Y13],IM[Y13],RE[Y21],IM[Y21],RE[Y22],IM[Y22],RE[Y23],IM[Y23],RE[Y31],IM[Y31],RE[Y32],IM[Y32],RE[Y33],IM[Y33]
0.056,3.2767049338e-4,-4.260540778,-3.28E-04,4.260577468,3.143888742e-10,-1.07E-06,-3.28E-04,4.260577468,3.2767491557e-4,-4.260540726,-3.14E-10,-1.92E-06,3.143888741e-10,-1.07E-06,-3.14E-10,-1.92E-06,-3.59E-15,5.0019321310e-5
0.0565,3.2380195356e-4,-4.223311026,-3.24E-04,4.223348043,3.129325575e-10,-1.08E-06,-3.24E-04,4.223348043,3.2380635627e-4,-4.223310973,-3.13E-10,-1.94E-06,3.129325575e-10,-1.08E-06,-3.13E-10,-1.94E-06,-3.59E-15,5.0465924821e-5
0.057,3.1998752202e-4,-4.186725833,-3.20E-04,4.186763178,3.114691627e-10,-1.09E-06,-3.20E-04,4.186763178,3.1999190485e-4,-4.18672578,-3.11E-10,-1.95E-06,3.114691627e-10,-1.09E-06,-3.11E-10,-1.95E-06,-3.59E-15,5.0912528393e-5
0.0575,3.1622628697e-4,-4.150768605,-3.16E-04,4.150806277,3.099991068e-10,-1.10E-06,-3.16E-04,4.150806277,3.1623065002e-4,-4.150768551,-3.10E-10,-1.97E-06,3.099991068e-10,-1.10E-06,-3.10E-10,-1.97E-06,-3.59E-15,5.1359132027e-5
0.058,3.1251735017e-4,-4.115423312,-3.13E-04,4.115461312,3.085227868e-10,-1.11E-06,-3.13E-04,4.115461312,3.1252169298e-4,-4.115423258,-3.08E-10,-1.99E-06,3.085227868e-10,-1.11E-06,-3.08E-10,-1.99E-06,-3.59E-15,5.1805735723e-5
0.0585,3.0885982259e-4,-4.080674465,-3.09E-04,4.080712793,3.070405893e-10,-1.12E-06,-3.09E-04,4.080712793,3.0886414546e-4,-4.080674411,-3.07E-10,-2.00E-06,3.070405893e-10,-1.12E-06,-3.07E-10,-2.00E-06,-3.59E-15,5.2252339482e-5
0.059,3.0525283615e-4,-4.046507094,-3.05E-04,4.046545749,3.055528891e-10,-1.13E-06,-3.05E-04,4.046545749,3.0525713869e-4,-4.046507039,-3.05E-10,-2.02E-06,3.055528890e-10,-1.13E-06,-3.05E-10,-2.02E-06,-3.59E-15,5.2698943305e-5
0.0595,3.0169553720e-4,-4.012906724,-3.02E-04,4.012945708,3.040600428e-10,-1.14E-06,-3.02E-04,4.012945708,3.0169981930e-4,-4.01290667,-3.04E-10,-2.03E-06,3.040600428e-10,-1.14E-06,-3.04E-10,-2.03E-06,-3.59E-15,5.3145547191e-5
0.06,2.9818707929e-4,-3.97985936,-2.98E-04,3.979898671,3.025623978e-10,-1.15E-06,-2.98E-04,3.979898671,2.9819134120e-4,-3.979859305,-3.02E-10,-2.05E-06,3.025623977e-10,-1.15E-06,-3.02E-10,-2.05E-06,-3.59E-15,5.3592151142e-5
0.0605,2.9472664086e-4,-3.947351459,-2.95E-04,3.947391098,3.010602875e-10,-1.16E-06,-2.95E-04,3.947391098,2.9473088220e-4,-3.947351404,-3.01E-10,-2.07E-06,3.010602874e-10,-1.16E-06,-3.01E-10,-2.07E-06,-3.59E-15,5.4038755158e-5
0.061,2.9131340761e-4,-3.915369922,-2.91E-04,3.915409888,2.995540377e-10,-1.17E-06,-2.91E-04,3.915409888,2.9131762834e-4,-3.915369866,-2.99E-10,-2.08E-06,2.995540377e-10,-1.17E-06,-2.99E-10,-2.08E-06,-3.59E-15,5.4485359240e-5
0.0615,2.8794658159e-4,-3.883902065,-2.88E-04,3.883942359,2.980439586e-10,-1.18E-06,-2.88E-04,3.883942359,2.8795078174e-4,-3.883902009,-2.98E-10,-2.10E-06,2.980439586e-10,-1.18E-06,-2.98E-10,-2.10E-06,-3.59E-15,5.4931963387e-5
0.062,2.8462538083e-4,-3.852935613,-2.85E-04,3.852976235,2.965303506e-10,-1.19E-06,-2.85E-04,3.852976235,2.8462956010e-4,-3.852935557,-2.96E-10,-2.12E-06,2.965303505e-10,-1.19E-06,-2.96E-10,-2.12E-06,-3.59E-15,5.5378567601e-5
0.0625,2.8134903504e-4,-3.822458677,-2.81E-04,3.822499627,2.950135057e-10,-1.20E-06,-2.81E-04,3.822499627,2.8135319350e-4,-3.822458621,-2.95E-10,-2.13E-06,2.950135056e-10,-1.20E-06,-2.95E-10,-2.13E-06,-3.60E-15,5.5825171882e-5
0.063,2.7811678994e-4,-3.792459741,-2.78E-04,3.792501018,2.934937059e-10,-1.21E-06,-2.78E-04,3.792501018,2.7812092752e-4,-3.792459684,-2.93E-10,-2.15E-06,2.934937061e-10,-1.21E-06,-2.93E-10,-2.15E-06,-3.60E-15,5.6271776232e-5
0.0635,2.7492790229e-4,-3.762927647,-2.75E-04,3.762969252,2.919712215e-10,-1.22E-06,-2.75E-04,3.762969252,2.7493201897e-4,-3.76292759,-2.92E-10,-2.17E-06,2.919712214e-10,-1.22E-06,-2.92E-10,-2.17E-06,-3.60E-15,5.6718380649e-5
0.064,2.7178164626e-4,-3.733851583,-2.72E-04,3.733893516,2.904463161e-10,-1.23E-06,-2.72E-04,3.733893516,2.7178574191e-4,-3.733851526,-2.90E-10,-2.18E-06,2.904463160e-10,-1.23E-06,-2.90E-10,-2.18E-06,-3.60E-15,5.7164985135e-5
0.0645,2.6867730801e-4,-3.705221067,-2.69E-04,3.705263327,2.889192435e-10,-1.24E-06,-2.69E-04,3.705263327,2.6868138245e-4,-3.705221009,-2.89E-10,-2.20E-06,2.889192434e-10,-1.24E-06,-2.89E-10,-2.20E-06,-3.60E-15,5.7611589690e-5
0.065,2.6561418739e-4,-3.677025936,-2.66E-04,3.677068524,2.873902481e-10,-1.25E-06,-2.66E-04,3.677068524,2.6561824087e-4,-3.677025878,-2.87E-10,-2.22E-06,2.873902481e-10,-1.25E-06,-2.87E-10,-2.22E-06,-3.60E-15,5.8058194316e-5
0.0655,2.6259159417e-4,-3.649256335,-2.63E-04,3.64929925,2.858595677e-10,-1.26E-06,-2.63E-04,3.64929925,2.6259562652e-4,-3.649256276,-2.86E-10,-2.23E-06,2.858595677e-10,-1.26E-06,-2.86E-10,-2.23E-06,-3.60E-15,5.8504799011e-5
0.066,2.5960885766e-4,-3.621902702,-2.60E-04,3.621945945,2.843274332e-10,-1.27E-06,-2.60E-04,3.621945945,2.5961286886e-4,-3.621902643,-2.84E-10,-2.25E-06,2.843274332e-10,-1.27E-06,-2.84E-10,-2.25E-06,-3.60E-15,5.8951403778e-5
0.0665,2.5666531281e-4,-3.594955761,-2.57E-04,3.594999331,2.827940648e-10,-1.28E-06,-2.57E-04,3.594999331,2.5666930281e-4,-3.594955702,-2.83E-10,-2.27E-06,2.827940647e-10,-1.28E-06,-2.83E-10,-2.27E-06,-3.60E-15,5.9398008616e-5
0.067,2.5376031173e-4,-3.568406509,-2.54E-04,3.568450407,2.812596794e-10,-1.29E-06,-2.54E-04,3.568450407,2.5376428046e-4,-3.56840645,-2.81E-10,-2.28E-06,2.812596794e-10,-1.29E-06,-2.81E-10,-2.28E-06,-3.60E-15,5.9844613527e-5
0.0675,2.5089321903e-4,-3.542246208,-2.51E-04,3.542290434,2.797244818e-10,-1.30E-06,-2.51E-04,3.542290434,2.5089716643e-4,-3.542246148,-2.80E-10,-2.30E-06,2.797244818e-10,-1.30E-06,-2.80E-10,-2.30E-06,-3.60E-15,6.0291218510e-5
0.068,2.4806340699e-4,-3.516466373,-2.48E-04,3.516510926,2.781886756e-10,-1.31E-06,-2.48E-04,3.516510926,2.4806733306e-4,-3.516466313,-2.78E-10,-2.31E-06,2.781886756e-10,-1.31E-06,-2.78E-10,-2.31E-06,-3.60E-15,6.0737823566e-5
0.0685,2.4527026525e-4,-3.491058763,-2.45E-04,3.491103645,2.766524533e-10,-1.33E-06,-2.45E-04,3.491103645,2.4527417027e-4,-3.491058703,-2.77E-10,-2.33E-06,2.766524533e-10,-1.33E-06,-2.77E-10,-2.33E-06,-3.61E-15,6.1184428695e-5
0.069,2.4251319140e-4,-3.466015377,-2.43E-04,3.466060585,2.751160056e-10,-1.34E-06,-2.43E-04,3.466060585,2.4251707489e-4,-3.466015316,-2.75E-10,-2.35E-06,2.751160057e-10,-1.34E-06,-2.75E-10,-2.35E-06,-3.61E-15,6.1631033899e-5
0.0695,2.3979159794e-4,-3.441328437,-2.40E-04,3.441373973,2.735795126e-10,-1.35E-06,-2.40E-04,3.441373973,2.3979546013e-4,-3.441328375,-2.73E-10,-2.36E-06,2.735795126e-10,-1.35E-06,-2.73E-10,-2.36E-06,-3.61E-15,6.2077639178e-5
0.07,2.3710490432e-4,-3.416990388,-2.37E-04,3.417036252,2.720431521e-10,-1.36E-06,-2.37E-04,3.417036252,2.3710874505e-4,-3.416990326,-2.72E-10,-2.38E-06,2.720431520e-10,-1.36E-06,-2.72E-10,-2.38E-06,-3.61E-15,6.2524244532e-5
0.0705,2.3445254437e-4,-3.392993886,-2.34E-04,3.393040078,2.705070935e-10,-1.37E-06,-2.34E-04,3.393040078,2.3445636395e-4,-3.392993824,-2.70E-10,-2.40E-06,2.705070934e-10,-1.37E-06,-2.70E-10,-2.40E-06,-3.61E-15,6.2970849962e-5
0.071,2.3183396240e-4,-3.369331792,-2.32E-04,3.369378311,2.689715047e-10,-1.38E-06,-2.32E-04,3.369378311,2.3183776059e-4,-3.36933173,-2.69E-10,-2.41E-06,2.689715046e-10,-1.38E-06,-2.69E-10,-2.41E-06,-3.61E-15,6.3417455468e-5
0.0715,2.2924861334e-4,-3.345997164,-2.29E-04,3.346044011,2.674365438e-10,-1.39E-06,-2.29E-04,3.346044011,2.2925239008e-4,-3.345997102,-2.67E-10,-2.43E-06,2.674365438e-10,-1.39E-06,-2.67E-10,-2.43E-06,-3.61E-15,6.3864061051e-5
0.072,2.2669596089e-4,-3.322983252,-2.27E-04,3.323030427,2.659023656e-10,-1.40E-06,-2.27E-04,3.323030427,2.2669971633e-4,-3.322983189,-2.66E-10,-2.45E-06,2.659023656e-10,-1.40E-06,-2.66E-10,-2.45E-06,-3.61E-15,6.4310666712e-5
0.0725,2.2417548131e-4,-3.300283489,-2.24E-04,3.300330992,2.643691224e-10,-1.41E-06,-2.24E-04,3.300330992,2.2417921549e-4,-3.300283426,-2.64E-10,-2.46E-06,2.643691225e-10,-1.41E-06,-2.64E-10,-2.46E-06,-3.61E-15,6.4757272450e-5
0.073,2.2168665829e-4,-3.277891487,-2.22E-04,3.277939317,2.628369578e-10,-1.42E-06,-2.22E-04,3.277939317,2.2169037104e-4,-3.277891423,-2.63E-10,-2.48E-06,2.628369579e-10,-1.42E-06,-2.63E-10,-2.48E-06,-3.61E-15,6.5203878267e-5
0.0735,2.1922898985e-4,-3.255801029,-2.19E-04,3.255849187,2.613060141e-10,-1.43E-06,-2.19E-04,3.255849187,2.1923268125e-4,-3.255800965,-2.61E-10,-2.50E-06,2.613060142e-10,-1.43E-06,-2.61E-10,-2.50E-06,-3.61E-15,6.5650484164e-5
0.074,2.1680197807e-4,-3.234006065,-2.17E-04,3.23405455,2.597764265e-10,-1.44E-06,-2.17E-04,3.23405455,2.1680564823e-4,-3.234006,-2.60E-10,-2.51E-06,2.597764265e-10,-1.44E-06,-2.60E-10,-2.51E-06,-3.61E-15,6.6097090140e-5
0.0745,2.1440513880e-4,-3.212500706,-2.14E-04,3.212549519,2.582483274e-10,-1.45E-06,-2.14E-04,3.212549519,2.1440878763e-4,-3.212500641,-2.58E-10,-2.53E-06,2.582483274e-10,-1.45E-06,-2.58E-10,-2.53E-06,-3.61E-15,6.6543696196e-5
0.075,2.1203799563e-4,-3.191279217,-2.12E-04,3.191328358,2.567218455e-10,-1.46E-06,-2.12E-04,3.191328358,2.1204162313e-4,-3.191279152,-2.57E-10,-2.55E-06,2.567218456e-10,-1.46E-06,-2.57E-10,-2.55E-06,-3.62E-15,6.6990302333e-5
0.0755,2.0970008138e-4,-3.170336017,-2.10E-04,3.170385485,2.551971057e-10,-1.47E-06,-2.10E-04,3.170385485,2.0970368761e-4,-3.170335951,-2.55E-10,-2.56E-06,2.551971057e-10,-1.47E-06,-2.55E-10,-2.56E-06,-3.62E-15,6.7436908551e-5
0.076,2.0739093727e-4,-3.149665665,-2.07E-04,3.149715461,2.536742267e-10,-1.48E-06,-2.07E-04,3.149715461,2.0739452214e-4,-3.149665599,-2.54E-10,-2.58E-06,2.536742267e-10,-1.48E-06,-2.54E-10,-2.58E-06,-3.62E-15,6.7883514851e-5
0.0765,2.0511011472e-4,-3.129262866,-2.05E-04,3.12931299,2.521533264e-10,-1.49E-06,-2.05E-04,3.12931299,2.0511367841e-4,-3.1292628,-2.52E-10,-2.60E-06,2.521533263e-10,-1.49E-06,-2.52E-10,-2.60E-06,-3.62E-15,6.8330121233e-5
0.077,2.0285717081e-4,-3.109122458,-2.03E-04,3.10917291,2.506345166e-10,-1.50E-06,-2.03E-04,3.10917291,2.0286071321e-4,-3.109122392,-2.50E-10,-2.61E-06,2.506345166e-10,-1.50E-06,-2.50E-10,-2.61E-06,-3.62E-15,6.8776727698e-5
0.0775,2.0063167409e-4,-3.089239413,-2.01E-04,3.089290191,2.491179068e-10,-1.51E-06,-2.01E-04,3.089290191,2.0063519532e-4,-3.089239346,-2.49E-10,-2.63E-06,2.491179068e-10,-1.51E-06,-2.49E-10,-2.63E-06,-3.62E-15,6.9223334247e-5
0.078,1.9843320105e-4,-3.069608828,-1.98E-04,3.069659934,2.476036040e-10,-1.52E-06,-1.98E-04,3.069659934,1.9843670113e-4,-3.06960876,-2.47E-10,-2.65E-06,2.476036039e-10,-1.52E-06,-2.47E-10,-2.65E-06,-3.62E-15,6.9669940879e-5
0.0785,1.9626133300e-4,-3.050225926,-1.96E-04,3.05027736,2.460917104e-10,-1.53E-06,-1.96E-04,3.05027736,1.9626481203e-4,-3.050225858,-2.46E-10,-2.66E-06,2.460917105e-10,-1.53E-06,-2.46E-10,-2.66E-06,-3.62E-15,7.0116547596e-5
0.079,1.9411566381e-4,-3.031086049,-1.94E-04,3.03113781,2.445823253e-10,-1.54E-06,-1.94E-04,3.03113781,1.9411912179e-4,-3.031085981,-2.44E-10,-2.68E-06,2.445823252e-10,-1.54E-06,-2.44E-10,-2.68E-06,-3.62E-15,7.0563154399e-5
0.0795,1.9199579035e-4,-3.012184655,-1.92E-04,3.012236744,2.430755459e-10,-1.55E-06,-1.92E-04,3.012236744,1.9199922724e-4,-3.012184587,-2.43E-10,-2.70E-06,2.430755459e-10,-1.55E-06,-2.43E-10,-2.70E-06,-3.62E-15,7.1009761286e-5
0.08,1.8990132201e-4,-2.993517315,-1.90E-04,2.993569732,2.415714651e-10,-1.56E-06,-1.90E-04,2.993569732,1.8990473769e-4,-2.993517246,-2.41E-10,-2.71E-06,2.415714651e-10,-1.56E-06,-2.41E-10,-2.71E-06,-3.62E-15,7.1456368260e-5
0.0805,1.8783186904e-4,-2.975079709,-1.88E-04,2.975132453,2.400701741e-10,-1.57E-06,-1.88E-04,2.975132453,1.8783526383e-4,-2.975079639,-2.40E-10,-2.73E-06,2.400701742e-10,-1.57E-06,-2.40E-10,-2.73E-06,-3.62E-15,7.1902975321e-5
0.081,1.8578705612e-4,-2.956867621,-1.86E-04,2.956920693,2.385717613e-10,-1.58E-06,-1.86E-04,2.956920693,1.8579042989e-4,-2.956867551,-2.38E-10,-2.75E-06,2.385717614e-10,-1.58E-06,-2.38E-10,-2.75E-06,-3.62E-15,7.2349582469e-5
0.0815,1.8376651002e-4,-2.93887694,-1.84E-04,2.93893034,2.370763099e-10,-1.59E-06,-1.84E-04,2.93893034,1.8376986287e-4,-2.93887687,-2.37E-10,-2.76E-06,2.370763099e-10,-1.59E-06,-2.37E-10,-2.76E-06,-3.62E-15,7.2796189704e-5
0.082,1.8176986649e-4,-2.921103652,-1.82E-04,2.92115738,2.355839040e-10,-1.60E-06,-1.82E-04,2.92115738,1.8177319855e-4,-2.921103582,-2.35E-10,-2.78E-06,2.355839039e-10,-1.60E-06,-2.35E-10,-2.78E-06,-3.62E-15,7.3242797028e-5
0.0825,1.7979676823e-4,-2.903543842,-1.80E-04,2.903597897,2.340946227e-10,-1.61E-06,-1.80E-04,2.903597897,1.7980007926e-4,-2.903543772,-2.34E-10,-2.80E-06,2.340946226e-10,-1.61E-06,-2.34E-10,-2.80E-06,-3.62E-15,7.3689404441e-5
0.083,1.7784686275e-4,-2.886193686,-1.78E-04,2.886248069,2.326085450e-10,-1.62E-06,-1.78E-04,2.886248069,1.7785015309e-4,-2.886193615,-2.32E-10,-2.81E-06,2.326085450e-10,-1.62E-06,-2.32E-10,-2.81E-06,-3.62E-15,7.4136011943e-5
0.0835,1.7591980564e-4,-2.869049453,-1.76E-04,2.869104163,2.311257436e-10,-1.63E-06,-1.76E-04,2.869104163,1.7592307518e-4,-2.869049381,-2.31E-10,-2.83E-06,2.311257435e-10,-1.63E-06,-2.31E-10,-2.83E-06,-3.62E-15,7.4582619535e-5
0.084,1.7401525865e-4,-2.852107497,-1.74E-04,2.852162535,2.296462932e-10,-1.64E-06,-1.74E-04,2.852162535,1.7401850747e-4,-2.852107425,-2.29E-10,-2.85E-06,2.296462931e-10,-1.64E-06,-2.29E-10,-2.85E-06,-3.63E-15,7.5029227218e-5
0.0845,1.7213288887e-4,-2.835364261,-1.72E-04,2.835419626,2.281702635e-10,-1.65E-06,-1.72E-04,2.835419626,1.7213611699e-4,-2.835364188,-2.28E-10,-2.86E-06,2.281702635e-10,-1.65E-06,-2.28E-10,-2.86E-06,-3.63E-15,7.5475834992e-5
0.085,1.7027237049e-4,-2.818816268,-1.70E-04,2.818871961,2.266977224e-10,-1.66E-06,-1.70E-04,2.818871961,1.7027557803e-4,-2.818816195,-2.27E-10,-2.88E-06,2.266977224e-10,-1.66E-06,-2.27E-10,-2.88E-06,-3.63E-15,7.5922442857e-5
0.0855,1.6843338355e-4,-2.802460124,-1.68E-04,2.802516145,2.252287365e-10,-1.67E-06,-1.68E-04,2.802516145,1.6843657053e-4,-2.802460051,-2.25E-10,-2.89E-06,2.252287364e-10,-1.67E-06,-2.25E-10,-2.89E-06,-3.63E-15,7.6369050814e-5
0.086,1.6661561447e-4,-2.786292511,-1.67E-04,2.78634886,2.237633702e-10,-1.68E-06,-1.67E-04,2.78634886,1.6661878073e-4,-2.786292438,-2.24E-10,-2.91E-06,2.237633702e-10,-1.68E-06,-2.24E-10,-2.91E-06,-3.63E-15,7.6815658864e-5
0.0865,1.6481875347e-4,-2.77031019,-1.65E-04,2.770366866,2.223016856e-10,-1.69E-06,-1.65E-04,2.770366866,1.6482189931e-4,-2.770310116,-2.22E-10,-2.93E-06,2.223016856e-10,-1.69E-06,-2.22E-10,-2.93E-06,-3.63E-15,7.7262267007e-5
0.087,1.6304249742e-4,-2.754509992,-1.63E-04,2.754566996,2.208437430e-10,-1.70E-06,-1.63E-04,2.754566996,1.6304562291e-4,-2.754509918,-2.21E-10,-2.94E-06,2.208437431e-10,-1.70E-06,-2.21E-10,-2.94E-06,-3.63E-15,7.7708875244e-5
0.0875,1.6128654932e-4,-2.738888824,-1.61E-04,2.738946155,2.193895983e-10,-1.71E-06,-1.61E-04,2.738946155,1.6128965444e-4,-2.738888749,-2.19E-10,-2.96E-06,2.193895982e-10,-1.71E-06,-2.19E-10,-2.96E-06,-3.63E-15,7.8155483575e-5
0.088,1.5955061673e-4,-2.723443659,-1.60E-04,2.723501318,2.179393116e-10,-1.72E-06,-1.60E-04,2.723501318,1.5955370152e-4,-2.723443584,-2.18E-10,-2.98E-06,2.179393115e-10,-1.72E-06,-2.18E-10,-2.98E-06,-3.63E-15,7.8602092001e-5
0.0885,1.5783441335e-4,-2.708171539,-1.58E-04,2.708229526,2.164929345e-10,-1.73E-06,-1.58E-04,2.708229526,1.5783747790e-4,-2.708171464,-2.16E-10,-2.99E-06,2.164929345e-10,-1.73E-06,-2.16E-10,-2.99E-06,-3.63E-15,7.9048700523e-5
0.089,1.5613765646e-4,-2.693069574,-1.56E-04,2.693127888,2.150505220e-10,-1.74E-06,-1.56E-04,2.693127888,1.5614070066e-4,-2.693069498,-2.15E-10,-3.01E-06,2.150505220e-10,-1.74E-06,-2.15E-10,-3.01E-06,-3.63E-15,7.9495309140e-5
0.0895,1.5446007019e-4,-2.678134935,-1.54E-04,2.678193577,2.136121231e-10,-1.75E-06,-1.54E-04,2.678193577,1.5446309432e-4,-2.678134859,-2.13E-10,-3.03E-06,2.136121230e-10,-1.75E-06,-2.13E-10,-3.03E-06,-3.63E-15,7.9941917854e-5
0.09,1.5280138126e-4,-2.663364856,-1.53E-04,2.663423826,2.121777897e-10,-1.76E-06,-1.53E-04,2.663423826,1.5280438529e-4,-2.66336478,-2.12E-10,-3.04E-06,2.121777897e-10,-1.76E-06,-2.12E-10,-3.04E-06,-3.63E-15,8.0388526664e-5
0.0905,1.5116132477e-4,-2.648756634,-1.51E-04,2.648815932,2.107475673e-10,-1.77E-06,-1.51E-04,2.648815932,1.5116430874e-4,-2.648756558,-2.11E-10,-3.06E-06,2.107475673e-10,-1.77E-06,-2.11E-10,-3.06E-06,-3.63E-15,8.0835135572e-5
0.091,1.4953963676e-4,-2.634307623,-1.50E-04,2.634367248,2.093215047e-10,-1.78E-06,-1.50E-04,2.634367248,1.4954260076e-4,-2.634307546,-2.09E-10,-3.08E-06,2.093215047e-10,-1.78E-06,-2.09E-10,-3.08E-06,-3.63E-15,8.1281744579e-5
0.0915,1.4793606003e-4,-2.620015233,-1.48E-04,2.620075185,2.078996452e-10,-1.79E-06,-1.48E-04,2.620075185,1.4793900413e-4,-2.620015155,-2.08E-10,-3.09E-06,2.078996452e-10,-1.79E-06,-2.08E-10,-3.09E-06,-3.63E-15,8.1728353684e-5
0.092,1.4635034171e-4,-2.605876932,-1.46E-04,2.605937212,2.064820337e-10,-1.80E-06,-1.46E-04,2.605937212,1.4635326589e-4,-2.605876854,-2.06E-10,-3.11E-06,2.064820337e-10,-1.80E-06,-2.06E-10,-3.11E-06,-3.63E-15,8.2174962888e-5
0.0925,1.4478223214e-4,-2.591890242,-1.45E-04,2.59195085,2.050687103e-10,-1.81E-06,-1.45E-04,2.59195085,1.4478513648e-4,-2.591890164,-2.05E-10,-3.13E-06,2.050687103e-10,-1.81E-06,-2.05E-10,-3.13E-06,-3.63E-15,8.2621572191e-5
0.093,1.4323148938e-4,-2.578052738,-1.43E-04,2.578113674,2.036597171e-10,-1.82E-06,-1.43E-04,2.578113674,1.4323437395e-4,-2.57805266,-2.03E-10,-3.14E-06,2.036597171e-10,-1.82E-06,-2.03E-10,-3.14E-06,-3.64E-15,8.3068181595e-5
0.0935,1.4169787044e-4,-2.564362045,-1.42E-04,2.564423308,2.022550919e-10,-1.83E-06,-1.42E-04,2.564423308,1.4170073537e-4,-2.564361966,-2.02E-10,-3.16E-06,2.022550919e-10,-1.83E-06,-2.02E-10,-3.16E-06,-3.64E-15,8.3514791100e-5
0.094,1.4018114072e-4,-2.55081584,-1.40E-04,2.550877431,2.008548746e-10,-1.84E-06,-1.40E-04,2.550877431,1.4018398598e-4,-2.550815761,-2.01E-10,-3.18E-06,2.008548747e-10,-1.84E-06,-2.01E-10,-3.18E-06,-3.64E-15,8.3961400706e-5
0.0945,1.3868106863e-4,-2.537411847,-1.39E-04,2.537473765,1.994590999e-10,-1.85E-06,-1.39E-04,2.537473765,1.3868389432e-4,-2.537411767,-1.99E-10,-3.19E-06,1.994590999e-10,-1.85E-06,-1.99E-10,-3.19E-06,-3.64E-15,8.4408010414e-5
0.095,1.3719742590e-4,-2.524147839,-1.37E-04,2.524210085,1.980678049e-10,-1.86E-06,-1.37E-04,2.524210085,1.3720023212e-4,-2.524147759,-1.98E-10,-3.21E-06,1.980678049e-10,-1.86E-06,-1.98E-10,-3.21E-06,-3.64E-15,8.4854620225e-5
0.0955,1.3572998864e-4,-2.511021634,-1.36E-04,2.511084207,1.966810226e-10,-1.87E-06,-1.36E-04,2.511084207,1.3573277534e-4,-2.511021553,-1.97E-10,-3.23E-06,1.966810225e-10,-1.87E-06,-1.97E-10,-3.23E-06,-3.64E-15,8.5301230138e-5
0.096,1.3427853672e-4,-2.498031096,-1.34E-04,2.498093998,1.952987869e-10,-1.88E-06,-1.34E-04,2.498093998,1.3428130409e-4,-2.498031015,-1.95E-10,-3.25E-06,1.952987869e-10,-1.88E-06,-1.95E-10,-3.25E-06,-3.64E-15,8.5747840155e-5
0.0965,1.3284285442e-4,-2.485174134,-1.33E-04,2.485237363,1.939211285e-10,-1.89E-06,-1.33E-04,2.485237363,1.3284560247e-4,-2.485174052,-1.94E-10,-3.26E-06,1.939211285e-10,-1.89E-06,-1.94E-10,-3.26E-06,-3.64E-15,8.6194450276e-5
0.097,1.3142272838e-4,-2.472448696,-1.31E-04,2.472512253,1.925480802e-10,-1.90E-06,-1.31E-04,2.472512253,1.3142545711e-4,-2.472448615,-1.92E-10,-3.28E-06,1.925480801e-10,-1.90E-06,-1.92E-10,-3.28E-06,-3.64E-15,8.6641060501e-5
0.0975,1.3001794958e-4,-2.459852777,-1.30E-04,2.459916661,1.911796696e-10,-1.91E-06,-1.30E-04,2.459916661,1.3002065920e-4,-2.459852695,-1.91E-10,-3.30E-06,1.911796695e-10,-1.91E-06,-1.91E-10,-3.30E-06,-3.64E-15,8.7087670832e-5
0.098,1.2862831315e-4,-2.447384408,-1.29E-04,2.447448619,1.898159261e-10,-1.92E-06,-1.29E-04,2.447448619,1.2863100362e-4,-2.447384325,-1.90E-10,-3.31E-06,1.898159261e-10,-1.92E-06,-1.90E-10,-3.31E-06,-3.64E-15,8.7534281268e-5
0.0985,1.2725361650e-4,-2.435041662,-1.27E-04,2.435106201,1.884568778e-10,-1.93E-06,-1.27E-04,2.435106201,1.2725628786e-4,-2.435041579,-1.88E-10,-3.33E-06,1.884568778e-10,-1.93E-06,-1.88E-10,-3.33E-06,-3.64E-15,8.7980891811e-5
0.099,1.2589366111e-4,-2.42282265,-1.26E-04,2.422887517,1.871025510e-10,-1.94E-06,-1.26E-04,2.422887517,1.2589631351e-4,-2.422822567,-1.87E-10,-3.35E-06,1.871025511e-10,-1.94E-06,-1.87E-10,-3.35E-06,-3.64E-15,8.8427502460e-5
0.0995,1.2454825178e-4,-2.410725521,-1.25E-04,2.410790715,1.857529713e-10,-1.95E-06,-1.25E-04,2.410790715,1.2455088527e-4,-2.410725437,-1.86E-10,-3.36E-06,1.857529712e-10,-1.95E-06,-1.86E-10,-3.36E-06,-3.64E-15,8.8874113216e-5
0.1,1.2321719628e-4,-2.39874846,-1.23E-04,2.398813983,1.844081634e-10,-1.96E-06,-1.23E-04,2.398813983,1.2321981086e-4,-2.398748376,-1.84E-10,-3.38E-06,1.844081633e-10,-1.96E-06,-1.84E-10,-3.38E-06,-3.64E-15,8.9320724081e-5
0.1005,1.2190030621e-4,-2.38688969,-1.22E-04,2.38695554,1.830681512e-10,-1.97E-06,-1.22E-04,2.38695554,1.2190290203e-4,-2.386889606,-1.83E-10,-3.40E-06,1.830681513e-10,-1.97E-06,-1.83E-10,-3.40E-06,-3.64E-15,8.9767335053e-5
0.101,1.2059739516e-4,-2.375147466,-1.21E-04,2.375213643,1.817329561e-10,-1.98E-06,-1.21E-04,2.375213643,1.2059997230e-4,-2.375147381,-1.82E-10,-3.41E-06,1.817329562e-10,-1.98E-06,-1.82E-10,-3.41E-06,-3.64E-15,9.0213946135e-5
0.1015,1.1930828095e-4,-2.363520078,-1.19E-04,2.363586584,1.804026015e-10,-1.99E-06,-1.19E-04,2.363586584,1.1931083939e-4,-2.363519993,-1.80E-10,-3.43E-06,1.804026015e-10,-1.99E-06,-1.80E-10,-3.43E-06,-3.64E-15,9.0660557326e-5
